Frame Number,Time Offset,Source,Destination,RSSI (dBm),Protocol Name,Description,"This data was collected by rotating the laptop so that the keyboard faced down the hall. Otherwise, the original position was unaltered."
274,8.8382969,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
275,8.9407539,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
276,9.0430810,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
277,9.1455501,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
278,9.2479687,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
279,9.3503693,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
280,9.4527790,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
281,9.5553742,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
282,9.6575234,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
283,9.7599099,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
284,9.8623178,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
285,9.9649335,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
286,10.0677037,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
287,10.1702310,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
288,10.2726611,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
289,10.3750044,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
290,10.5796992,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
291,10.6318898,10.231.231.191,52.5.127.160,,TCP,"TCP:Flags=......S., SrcPort=3254, DstPort=HTTPS(443), PayloadLen=0, Seq=3829069621, Ack=0, Win=17520 ( Negotiating scale factor 0x8 ) = 17520","{TCP:2, IPv4:1}"
292,10.6730049,52.5.127.160,10.231.231.191,237 (0xED),TCP,"TCP:Flags=...A..S., SrcPort=HTTPS(443), DstPort=3254, PayloadLen=0, Seq=2699150512, Ack=3829069622, Win=26883 ( Negotiated scale factor 0x8 ) = 6882048","{TCP:2, IPv4:1}"
293,10.6731362,10.231.231.191,52.5.127.160,,TCP,"TCP:Flags=...A...., SrcPort=3254, DstPort=HTTPS(443), PayloadLen=0, Seq=3829069622, Ack=2699150513, Win=68 (scale factor 0x8) = 17408","{TCP:2, IPv4:1}"
294,10.6735575,10.231.231.191,52.5.127.160,,TLS,TLS:TLS Rec Layer-1 HandShake: Client Hello.,"{TLS:8, SSLVersionSelector:7, TCP:2, IPv4:1}"
295,10.6820926,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
296,10.7144545,52.5.127.160,10.231.231.191,237 (0xED),TCP,"TCP:Flags=...A...., SrcPort=HTTPS(443), DstPort=3254, PayloadLen=0, Seq=2699150513, Ack=3829069862, Win=110 (scale factor 0x8) = 28160","{TCP:2, IPv4:1}"
297,10.7155656,52.5.127.160,10.231.231.191,237 (0xED),TLS,TLS:TLS Rec Layer-1 HandShake: Server Hello.; TLS Rec Layer-2 Cipher Change Spec; TLS Rec Layer-3 HandShake: Encrypted Handshake Message.,"{TLS:8, SSLVersionSelector:7, TCP:2, IPv4:1}"
298,10.7163935,10.231.231.191,52.5.127.160,,TLS,TLS:TLS Rec Layer-1 Cipher Change Spec; TLS Rec Layer-2 HandShake: Encrypted Handshake Message.,"{TLS:8, SSLVersionSelector:7, TCP:2, IPv4:1}"
299,10.7168554,10.231.231.191,52.5.127.160,,TLS,TLS:TLS Rec Layer-1 SSL Application Data,"{TLS:8, SSLVersionSelector:7, TCP:2, IPv4:1}"
300,10.7169345,10.231.231.191,52.5.127.160,,TLS,TLS:TLS Rec Layer-1 SSL Application Data,"{TLS:8, SSLVersionSelector:7, TCP:2, IPv4:1}"
301,10.7169345,10.231.231.191,52.5.127.160,,TCP,"TCP:[Continuation to #300]Flags=...A...., SrcPort=3254, DstPort=HTTPS(443), PayloadLen=1386, Seq=3829071556 - 3829072942, Ack=2699150658, Win=67 (scale factor 0x8) = 17152","{TCP:2, IPv4:1}"
302,10.7169345,10.231.231.191,52.5.127.160,,TCP,"TCP:[Continuation to #300]Flags=...A...., SrcPort=3254, DstPort=HTTPS(443), PayloadLen=1386, Seq=3829072942 - 3829074328, Ack=2699150658, Win=67 (scale factor 0x8) = 17152","{TCP:2, IPv4:1}"
303,10.7169345,10.231.231.191,52.5.127.160,,TCP,"TCP:[Continuation to #300]Flags=...AP..., SrcPort=3254, DstPort=HTTPS(443), PayloadLen=1054, Seq=3829074328 - 3829075382, Ack=2699150658, Win=67 (scale factor 0x8) = 17152","{TCP:2, IPv4:1}"
304,10.7636844,52.5.127.160,10.231.231.191,237 (0xED),TCP,"TCP:Flags=...A...., SrcPort=HTTPS(443), DstPort=3254, PayloadLen=0, Seq=2699150658, Ack=3829070170, Win=114 (scale factor 0x8) = 29184","{TCP:2, IPv4:1}"
305,10.7639115,52.5.127.160,10.231.231.191,237 (0xED),TCP,"TCP:Flags=...A...., SrcPort=HTTPS(443), DstPort=3254, PayloadLen=0, Seq=2699150658, Ack=3829072942, Win=136 (scale factor 0x8) = 34816","{TCP:2, IPv4:1}"
306,10.7640971,52.5.127.160,10.231.231.191,237 (0xED),TCP,"TCP:Flags=...A...., SrcPort=HTTPS(443), DstPort=3254, PayloadLen=0, Seq=2699150658, Ack=3829075382, Win=157 (scale factor 0x8) = 40192","{TCP:2, IPv4:1}"
307,10.8731003,52.5.127.160,10.231.231.191,237 (0xED),TLS,TLS:TLS Rec Layer-1 SSL Application Data,"{TLS:8, SSLVersionSelector:7, TCP:2, IPv4:1}"
308,10.8731003,52.5.127.160,10.231.231.191,237 (0xED),TCP,"TCP:[ReTransmit #307]Flags=...AP..., SrcPort=HTTPS(443), DstPort=3254, PayloadLen=34, Seq=2699151418 - 2699151452, Ack=3829075382, Win=157 (scale factor 0x8) = 40192","{TCP:2, IPv4:1}"
309,10.8732838,10.231.231.191,52.5.127.160,,TCP,"TCP:Flags=...A...., SrcPort=3254, DstPort=HTTPS(443), PayloadLen=0, Seq=3829075382, Ack=2699150658, Win=67 (scale factor 0x8) = 17152","{TCP:2, IPv4:1}"
310,10.8734364,10.231.231.191,52.5.127.160,,TCP,"TCP:[Dup Ack #309]Flags=...A...., SrcPort=3254, DstPort=HTTPS(443), PayloadLen=0, Seq=3829075382, Ack=2699150658, Win=67 (scale factor 0x8) = 17152","{TCP:2, IPv4:1}"
311,10.8870842,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
312,10.9894981,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
313,11.0149970,52.5.127.160,10.231.231.191,237 (0xED),TLS,TLS:TLS Rec Layer-1 SSL Application Data,"{TLS:8, SSLVersionSelector:7, TCP:2, IPv4:1}"
314,11.0152733,10.231.231.191,52.5.127.160,,TCP,"TCP:Flags=...A...., SrcPort=3254, DstPort=HTTPS(443), PayloadLen=0, Seq=3829075382, Ack=2699151452, Win=64 (scale factor 0x8) = 16384","{TCP:2, IPv4:1}"
315,11.0916815,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
316,11.1942168,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
317,11.2966320,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
318,11.3989954,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
319,11.5015047,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
320,11.6038989,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
321,11.7062230,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
322,11.8086951,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
323,11.9111064,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
324,11.9557796,[543530 3C2B43],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = UXRD",
325,12.0164450,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
326,12.1157366,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
327,12.2182814,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
328,12.3206906,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
329,12.4230292,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
330,12.5254136,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
331,12.6276936,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
332,12.7300938,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
333,12.8326147,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
334,12.9422991,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
335,13.0373398,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
336,13.1398628,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
337,13.2422891,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
338,13.3446773,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
339,13.4471126,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
340,13.5493272,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
341,13.6536424,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
342,13.6583398,[7C5049 3BF424],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
343,13.6687378,[7C5049 3BF424],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
344,13.6972846,[7C5049 3BF424],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 7",
345,13.7247212,[7C5049 3BF424],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 8",
346,13.7346612,[7C5049 3BF424],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 8",
347,13.7543089,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
348,13.8567019,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
349,13.9590431,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
350,13.9870053,[7C5049 3BF424],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 4",
351,14.0046037,[7C5049 3BF424],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 4",
352,14.0159070,[7C5049 3BF424],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 5",
353,14.0250631,[7C5049 3BF424],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 5",
354,14.0613026,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
355,14.1639072,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
356,14.2663053,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
357,14.3687115,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
358,14.4032592,[2A92D9 A3958B],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 4",
359,14.4723977,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
360,14.5351663,[2A92D9 A3958B],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 6",
361,14.5732801,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
362,14.5991455,[2A92D9 A3958B],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 7",
363,14.6631590,[2A92D9 A3958B],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 8",
364,14.6770642,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
365,14.7266162,[404E36 88201D],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 4",
366,14.7781186,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
367,14.8807061,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
368,14.8994507,[404E36 88201D],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 6",
369,14.9831089,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
370,15.0016931,[404E36 88201D],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 7",
371,15.0852897,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
372,15.1043918,[404E36 88201D],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 8",
373,15.1878315,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
374,15.2902219,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
375,15.3927046,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
376,15.4951083,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
377,15.6997992,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
378,15.8023051,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
379,15.8318885,[80000B DC717A],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
380,15.8372367,[80000B DC717A],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa",
381,15.8388067,[80000B DC717A],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
382,15.9046368,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
383,15.9642173,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
384,15.9652616,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa",
385,15.9665531,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
386,16.0075836,[80000B DC717A],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
387,16.0078013,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
388,16.0087250,[80000B DC717A],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa",
389,16.0123306,[80000B DC717A],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
390,16.0230771,[80000B DC717A],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
391,16.0280011,[80000B DC717A],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa",
392,16.0288671,[80000B DC717A],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
393,16.0353363,[80000B DC717A],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
394,16.1087154,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
395,16.1093000,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
396,16.1121217,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa",
397,16.1130107,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
398,16.1390558,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
399,16.1400454,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa",
400,16.1408532,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
401,16.2150539,[80000B DC717A],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
402,16.2200758,[80000B DC717A],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa",
403,16.2210068,[80000B DC717A],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
404,16.3142364,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
405,16.3438964,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
406,16.3489359,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa",
